Accession,Actual Flag,My Flag,Profile
MN123866,Pass,Pass,D_6_20170104.afa
MN123867,Pass,Pass,D_7_20170104.afa
MN123868,Pass,Pass,D_2_20170104.afa
MN123869,Pass,Pass,D_4_20170104.afa
MN123877,Pass,Pass,D_1_20170104.afa
MN123878,Pass,Pass,D_3_20170104.afa
MN123933,Pass,Pass,D_1_20170104.afa
MN123934,Pass,Pass,D_3_20170104.afa
MN123935,Pass,Pass,D_5_20170104.afa
MN123936,Pass,Pass,D_6_20170104.afa
MN123937,Pass,Pass,D_7_20170104.afa
MN123938,Pass,Pass,D_2_20170104.afa
MN123939,Pass,Pass,D_4_20170104.afa
MN123943,Pass,Pass,D_6_20170104.afa
MN123944,Pass,Pass,D_7_20170104.afa
MN123945,Pass,Pass,D_2_20170104.afa
MN123946,Pass,Pass,D_4_20170104.afa
MN123954,Pass,Pass,D_3_20170104.afa
MN123955,Pass,Pass,D_5_20170104.afa
MN123956,Pass,Pass,D_6_20170104.afa
MN123957,Pass,Pass,D_7_20170104.afa
MN123958,Pass,Pass,D_2_20170104.afa
MN123959,Pass,Pass,D_4_20170104.afa
MN165208,Pass,Pass,D_5_20170104.afa
MN165209,Pass,Pass,D_4_20170104.afa
MN165210,Pass,Pass,D_1_20170104.afa
MN165211,Pass,Pass,D_2_20170104.afa
MN165212,Pass,Pass,D_6_20170104.afa
MN165213,Pass,Pass,D_3_20170104.afa
MN165214,Pass,Pass,D_7_20170104.afa
MN165215,Pass,Pass,D_5_20170104.afa
MN165216,Pass,Pass,D_4_20170104.afa
MN165217,Pass,Pass,D_1_20170104.afa
MN165218,Pass,Pass,D_2_20170104.afa
MN165233,Pass,Pass,D_6_20170104.afa
MN165234,Pass,Pass,D_3_20170104.afa
MN165235,Pass,Pass,D_7_20170104.afa
MN165236,Pass,Pass,D_5_20170104.afa
MN165237,Pass,Pass,D_1_20170104.afa
MN165238,Pass,Pass,D_2_20170104.afa
MN165239,Pass,Pass,D_6_20170104.afa
MN165240,Pass,Pass,D_3_20170104.afa
MN165241,Pass,Pass,D_7_20170104.afa
MN165242,Pass,Pass,D_5_20170104.afa
MN165245,Pass,Pass,D_2_20170104.afa
MN165246,Pass,Pass,D_6_20170104.afa
MN165247,Pass,Pass,D_3_20170104.afa
MN165248,Pass,Pass,D_7_20170104.afa
MN165249,Pass,Pass,D_5_20170104.afa
MN165251,Pass,Pass,D_1_20170104.afa
MN165252,Pass,Pass,D_2_20170104.afa
MN165253,Pass,Pass,D_6_20170104.afa
MN165254,Pass,Pass,D_3_20170104.afa
MN165255,Pass,Pass,D_7_20170104.afa
MN165256,Pass,Pass,D_5_20170104.afa
MN165257,Pass,Pass,D_4_20170104.afa
MN598644,Pass,CDS-del,D_4_20170104.afa
NC_036617,Pass,Pass,D_5_20170104.afa
NC_036621,Pass,Pass,D_7_20170104.afa
LC318665,Pass,Pass,D_1_20170104.afa
LC318667,Pass,Pass,D_3_20170104.afa
MH315965,Pass,Pass,D_4_20170104.afa
MH315966,Pass,Pass,D_4_20170104.afa
MH315967,Pass,Pass,D_4_20170104.afa
MH315968,Pass,Pass,D_4_20170104.afa
MH315969,Pass,Pass,D_4_20170104.afa
MH315970,Pass,Pass,D_4_20170104.afa
MK101120,Pass,Pass,D_3_20170104.afa
MK101121,Pass,Pass,D_4_20170104.afa
MK101124,Pass,Pass,D_7_20170104.afa
MK131026,Pass,Pass,D_4_20170104.afa
MK131027,Pass,Pass,D_5_20170104.afa
MK131028,Pass,Pass,D_7_20170104.afa
MK131029,Pass,Pass,D_1_20170104.afa
MK131030,Pass,Pass,D_3_20170104.afa
MK131031,Pass,Pass,D_5_20170104.afa
MK131032,Pass,Pass,D_6_20170104.afa
MN123865,Pass,Pass,D_5_20170104.afa
MN123879,Pass,Pass,D_5_20170104.afa
MN123880,Pass,Pass,D_6_20170104.afa
MN123881,Pass,Pass,D_7_20170104.afa
MN123882,Pass,Pass,D_2_20170104.afa
MN123883,Pass,Pass,D_4_20170104.afa
MN123884,Pass,Pass,D_1_20170104.afa
MN123885,Pass,Pass,D_3_20170104.afa
MN123886,Pass,Pass,D_5_20170104.afa
MN123887,Pass,Pass,D_6_20170104.afa
MN123888,Pass,Pass,D_7_20170104.afa
MN123889,Pass,Pass,D_2_20170104.afa
MN123890,Pass,Pass,D_4_20170104.afa
MN123891,Pass,Pass,D_1_20170104.afa
MN123892,Pass,Pass,D_3_20170104.afa
MN123893,Pass,Pass,D_5_20170104.afa
MN123894,Pass,Pass,D_6_20170104.afa
MN123895,Pass,Pass,D_7_20170104.afa
MN123896,Pass,Pass,D_2_20170104.afa
MN123897,Pass,Pass,D_4_20170104.afa
MN123898,Pass,Pass,D_1_20170104.afa
MN123899,Pass,Pass,D_3_20170104.afa
MN123900,Pass,Pass,D_5_20170104.afa
MN123901,Pass,Pass,D_6_20170104.afa
MN123902,Pass,Pass,D_7_20170104.afa
MN123940,Pass,Pass,D_1_20170104.afa
MN123941,Pass,Pass,D_3_20170104.afa
MN123942,Pass,Pass,D_5_20170104.afa
MN123947,Pass,Pass,D_1_20170104.afa
MN123948,Pass,Pass,D_3_20170104.afa
MN123949,Pass,Pass,D_5_20170104.afa
MN123950,Pass,Pass,D_6_20170104.afa
MN123951,Pass,Pass,D_7_20170104.afa
MN123952,Pass,Pass,D_2_20170104.afa
MN123953,Pass,Pass,D_4_20170104.afa
MN165182,Pass,Pass,D_1_20170104.afa
MN165183,Pass,Pass,D_2_20170104.afa
MN165219,Pass,Pass,D_6_20170104.afa
MN165220,Pass,Pass,D_3_20170104.afa
MN165221,Pass,Pass,D_7_20170104.afa
MN165222,Pass,Pass,D_5_20170104.afa
MN165224,Pass,Pass,D_1_20170104.afa
MN165225,Pass,Pass,D_2_20170104.afa
MN165226,Pass,Pass,D_6_20170104.afa
MN165227,Pass,Pass,D_3_20170104.afa
MN165228,Pass,Pass,D_7_20170104.afa
MN165229,Pass,Pass,D_5_20170104.afa
MN165230,Pass,Pass,D_4_20170104.afa
MN165231,Pass,Pass,D_1_20170104.afa
MN165232,Pass,Pass,D_2_20170104.afa
MN173611,Pass,Pass,D_4_20170104.afa
MN173612,Pass,Pass,D_5_20170104.afa
MN173613,Pass,Pass,D_3_20170104.afa
NC_036618,Pass,Pass,D_4_20170104.afa
NC_036619,Pass,Pass,D_3_20170104.afa
NC_036620,Pass,Pass,D_6_20170104.afa
LC318669,Pass,Pass,D_5_20170104.afa
LC318670,Pass,Pass,D_6_20170104.afa
LC318671,Pass,Pass,D_7_20170104.afa
LC494105,Pass,Pass,D_1_20170104.afa
LC494106,Pass,Pass,D_2_20170104.afa
LC494107,Pass,Pass,D_3_20170104.afa
LC494108,Pass,Pass,D_4_20170104.afa
LC494109,Pass,Pass,D_5_20170104.afa
LC494110,Pass,Pass,D_6_20170104.afa
LC494111,Pass,Pass,D_7_20170104.afa
MG720235,Pass,Pass,D_4_20170104.afa
MG720236,Pass,Pass,D_7_20170104.afa
MG720237,Pass,Pass,D_5_20170104.afa
MG720238,Pass,Pass,D_3_20170104.afa
MG720239,Pass,Pass,D_1_20170104.afa
MG720240,Pass,Pass,D_6_20170104.afa
MG720241,Pass,Pass,D_2_20170104.afa
MK054180,Pass,Pass,D_3_20170104.afa
MK101122,Pass,Pass,D_5_20170104.afa
MK101123,Pass,Pass,D_6_20170104.afa
MK290418,Pass,Pass,D_4_20170104.afa
MN123905,Pass,Pass,D_1_20170104.afa
MN123906,Pass,Pass,D_3_20170104.afa
MN123912,Pass,Pass,D_1_20170104.afa
MN123913,Pass,Pass,D_3_20170104.afa
MN123914,Pass,Pass,D_5_20170104.afa
MN123915,Pass,Pass,D_6_20170104.afa
MN123916,Pass,Pass,D_7_20170104.afa
MN123917,Pass,Pass,D_2_20170104.afa
MN123918,Pass,Pass,D_4_20170104.afa
MN123919,Pass,Pass,D_1_20170104.afa
MN123920,Pass,Pass,D_3_20170104.afa
MN123921,Pass,Pass,D_5_20170104.afa
MN123922,Pass,Pass,D_6_20170104.afa
MN123923,Pass,Pass,D_7_20170104.afa
MN123924,Pass,Pass,D_2_20170104.afa
MN123925,Pass,Pass,D_4_20170104.afa
MN123926,Pass,Pass,D_1_20170104.afa
MN165194,Pass,Pass,D_5_20170104.afa
MN165195,Pass,Pass,D_4_20170104.afa
MN165202,Pass,Pass,D_4_20170104.afa
MN165203,Pass,Pass,D_1_20170104.afa
MN165204,Pass,Pass,D_2_20170104.afa
MN165205,Pass,Pass,D_6_20170104.afa
MN165206,Pass,Pass,D_3_20170104.afa
MN165207,Pass,Pass,D_7_20170104.afa
MN165244,Pass,Pass,D_1_20170104.afa
NC_036615,Pass,Pass,D_2_20170104.afa
NC_036616,Pass,Pass,D_1_20170104.afa
